Employee ID ,Region,Birth Country,Birth Date,Start Date,First Name,MI,Last Name,First,Citizenship,Gender,Marital Status
126675,US,US,24-Feb-59,15-Feb-01,Nilda,I,Mcglory,Nilda,US,F,S
693479,US,US,2-Aug-54,8-Sep-09,Teodora,I,Wysock,Teodora,US,F,S
235831,US,US,8-Jan-72,30-Dec-03,Laverne,G,Borling,Laverne,US,M,S
895142,US,US,7-Feb-68,31-Mar-80,Clarence,J,Salon,Clarence,US,F,S
538439,US,US,22-Apr-65,16-Sep-92,Emmy,S,Haataja,Emmy,US,F,D
784746,US,US,1-Sep-54,25-Aug-99,Verdell,Y,Whitcome,Verdell,US,F,M
781176,US,US,15-Jun-76,29-Feb-84,Shayne,L,Landolt,Shayne,US,M,D
572258,US,US,27-Oct-67,27-Jan-81,Eusebia,U,Hugus,Eusebia,US,F,S
659312,US,US,16-Oct-59,11-Mar-89,Marvis,F,Lyndon,Marvis,US,F,D
825836,US,US,17-Sep-60,15-Jun-88,Eura,H,Bodiford,Eura,US,F,D
300356,US,US,25-Sep-72,7-Jan-90,Skye,L,Plumb,Skye,US,F,S
447222,US,US,2-Nov-75,23-Jan-88,Love,F,Pirolli,Love,US,F,S
875027,US,US,20-Aug-68,9-Jul-96,Tomoko,S,Boldosser,Tomoko,US,F,M
883360,US,US,14-Nov-51,13-Dec-98,Michaele,N,Cloninger,Michaele,US,F,M
787981,US,US,1-Aug-64,10-Nov-05,Elton,M,Pablo,Elton,US,M,S
934070,US,US,11-Feb-61,25-Sep-02,Rochel,I,Dionne,Rochel,US,F,D
866990,US,US,29-Jun-64,18-Oct-88,Daron,O,Fischetti,Daron,US,M,S
391067,US,US,11-Mar-67,18-Oct-97,Noe,K,Dickirson,Noe,US,M,S
979096,US,US,11-Jun-56,26-Sep-90,Suanne,M,Crotty,Suanne,US,F,S
659128,US,US,17-Nov-65,21-Jun-92,Gertrudis,K,Irizary,Gertrudis,US,F,D
526012,US,US,19-Jun-71,23-May-81,Oliva,Z,Tyburski,Oliva,US,F,D
713555,US,US,16-Aug-59,11-May-85,Lonna,F,Gammond,Lonna,US,F,M
181557,US,US,23-Dec-61,14-Nov-90,Lory,Q,Kochis,Lory,US,F,M
941339,US,US,15-May-56,10-Jul-93,Maragaret,V,Dennig,Maragaret,US,F,M
260437,US,US,26-Feb-55,19-Sep-02,Eleonora,F,Bernatchez,Eleonora,US,F,S
394841,US,US,29-Nov-76,7-May-91,Nichol,S,Kaczynski,Nichol,US,F,M
122773,US,US,1-Oct-75,14-May-91,Nieves,H,Stoebner,Nieves,US,F,S
514986,US,US,28-Dec-71,6-Feb-91,Cristi,K,Vargas,Cristi,US,F,D
744124,US,ER,20-May-60,10-Jun-85,Bennie,Y,Macksey,Bennie,ER,M,S
886223,US,US,23-Jul-79,8-Jun-08,Ione,U,Wilken,Ione,US,F,D
751623,US,US,19-Nov-56,19-Dec-86,Domenica,Y,Grosskopf,Domenica,US,F,S
175601,US,US,8-Oct-59,3-Nov-05,Teressa,S,Munnis,Teressa,US,F,S
442425,US,US,15-Sep-78,22-Feb-90,Gabriella,Z,Pinault,Gabriella,US,F,M
587110,US,US,18-Feb-77,12-Dec-91,Cyrstal,K,Ziler,Cyrstal,US,F,D
489229,US,US,11-Feb-72,2-Sep-03,Cecille,V,Monjaras,Cecille,US,F,D
595808,US,US,9-Aug-78,21-Jan-02,Renee,W,Trembinski,Renee,US,F,S
494584,US,US,24-Dec-56,2-Oct-06,Ellen,Y,Brock,Ellen,US,F,D
534820,US,US,1-Apr-75,16-Apr-09,Kourtney,B,Avner,Kourtney,US,F,D
654330,US,US,5-Feb-57,12-Apr-09,Glynda,B,Romanowski,Glynda,US,F,D
653654,US,US,6-Jul-60,27-May-80,Larhonda,Q,Breyfogle,Larhonda,US,F,S
623425,US,US,8-Oct-79,12-Jun-85,Felisa,I,Cuppett,Felisa,US,F,D
955776,US,US,3-Oct-79,28-Aug-87,Donette,P,Applegarth,Donette,US,F,S
977080,US,US,4-Jan-79,24-Feb-93,Carolynn,I,Huemmer,Carolynn,US,F,S
352530,US,US,18-Dec-53,25-Sep-98,Clemente,Q,Volbrecht,Clemente,US,M,D
459607,US,US,16-Dec-79,17-May-07,Arvilla,C,Rowntree,Arvilla,US,F,D
639737,US,US,23-Aug-73,2-Dec-83,Brunilda,Z,Sanislo,Brunilda,US,F,D
412752,US,US,12-Jan-79,24-Sep-96,Burt,A,Umana,Burt,US,M,D
729540,US,US,25-Mar-56,21-Jul-06,Waldo,Z,Apodaca,Waldo,US,M,S
934130,US,US,16-Apr-73,7-Mar-87,Cassandra,I,Males,Cassandra,US,F,D
996015,US,US,4-Mar-63,10-Nov-08,Dyan,U,Lawlor,Dyan,US,F,M
861850,US,US,8-Jan-61,31-Aug-03,Jason,S,Harwell,Jason,US,F,S
841640,US,US,3-Nov-67,25-Apr-09,Reanna,S,Calamarino,Reanna,US,F,S
410504,US,US,17-Aug-74,2-Aug-84,Dino,D,Turnbo,Dino,US,M,S
152877,US,US,11-Apr-58,2-Aug-93,Chery,L,Ludewig,Chery,US,F,S
543618,US,US,5-Oct-61,30-Jan-92,Lavone,C,Serro,Lavone,US,F,M
291125,US,US,31-Oct-75,11-Jul-95,Lyndsay,Q,Campau,Lyndsay,US,F,D
593356,US,US,16-Jan-74,17-May-86,Peter,V,Komosinski,Peter,US,F,M
147424,US,US,2-May-69,20-Jun-86,Muriel,G,Pruzansky,Muriel,US,F,D
505970,US,US,13-May-72,27-Mar-88,Roberto,W,Lugabihl,Roberto,US,M,S
902768,US,US,7-Dec-50,18-May-95,Jared,W,Rollinger,Jared,US,M,S
497018,US,US,30-Mar-66,16-Oct-98,Celinda,B,Pickren,Celinda,US,F,M
859694,US,US,19-Feb-74,7-Jun-07,Savannah,G,Gizzi,Savannah,US,F,S
119486,US,US,15-Sep-60,8-Oct-98,Bettyann,H,Forsell,Bettyann,US,F,S
793582,US,US,7-Apr-57,6-Oct-83,Ardelia,O,Salesses,Ardelia,US,F,M
581257,US,US,4-Jun-52,4-Dec-99,Tyler,L,Skaff,Tyler,US,F,D
707464,US,US,17-Jul-79,18-Jul-07,Eugenio,V,Sullinger,Eugenio,US,M,S
197122,US,US,9-Sep-62,27-Dec-87,Leena,W,Gawlak,Leena,US,F,D
927905,US,US,5-Dec-52,16-Jan-85,Samuel,L,Tauscher,Samuel,US,M,M
573095,US,US,7-Dec-70,19-Feb-99,Vernell,R,Dembroski,Vernell,US,F,S
478754,US,US,14-Apr-62,4-Nov-86,Marsha,T,Terron,Marsha,US,F,S
961109,US,US,28-Aug-69,3-Dec-05,Cleo,D,Nussey,Cleo,US,M,S
103921,US,US,9-Jun-60,18-Dec-03,Latonya,E,Furth,Latonya,US,F,D
740461,US,US,23-Mar-51,4-Jul-87,Angelique,C,Kibel,Angelique,US,F,D
811414,US,US,4-Mar-69,26-Jun-92,Stephnie,P,Heitbrink,Stephnie,US,F,M
747729,US,US,10-Jan-79,14-Jan-05,Evelina,B,Denson,Evelina,US,F,S
596897,US,US,8-Sep-65,2-Apr-05,Chieko,P,Rando,Chieko,US,F,S
957174,US,US,11-Jun-62,23-Dec-88,Angila,F,Shadazz,Angila,US,F,S
140521,US,SE,28-Nov-53,8-Jun-84,Gene,P,Bonaccorsi,Gene,SE,M,S
162303,US,US,21-Mar-66,17-Apr-02,Jo,W,Pigram,Jo,US,F,M
407396,US,US,6-May-52,15-May-00,Alyce,W,Queenan,Alyce,US,F,M
728116,US,US,11-Mar-59,3-Dec-92,Lindsay,Z,Brong,Lindsay,US,F,D
844897,US,US,27-Oct-63,28-Mar-02,Fonda,I,Swainston,Fonda,US,F,S
544285,US,US,11-Sep-61,16-Mar-94,Adrian,E,Talluto,Adrian,US,F,D
633448,US,US,13-Jun-72,11-Sep-01,Mao,F,Lancour,Mao,US,F,D
168753,US,US,20-Apr-76,16-Mar-03,Alexia,Z,Ocean,Alexia,US,F,S
399511,US,US,15-Jan-63,20-Oct-96,Chase,G,Beary,Chase,US,M,S
905203,US,US,3-May-67,8-Oct-93,Omar,E,Doire,Omar,US,M,S
696282,US,US,13-May-67,14-Dec-04,Stefanie,Q,Thyne,Stefanie,US,F,D
703218,US,US,11-Jul-65,22-Mar-91,Debi,U,Macdaniel,Debi,US,F,D
423441,US,US,30-May-55,8-Jul-99,Beau,W,Kiger,Beau,US,M,D
447181,US,US,15-Jun-52,22-Jul-96,Maren,W,Chatters,Maren,US,F,D
470588,US,US,29-Oct-54,30-Nov-93,Valeria,H,Bruegger,Valeria,US,F,D
378588,US,US,27-Nov-60,31-Dec-80,Bambi,R,Meeter,Bambi,US,F,S
776089,US,US,4-Jul-56,4-Sep-08,Daria,L,Babicz,Daria,US,F,S
336999,US,US,11-Mar-74,23-Aug-90,Leida,I,Limb,Leida,US,F,S
823111,US,ER,13-Sep-56,18-Jun-80,Sun,H,Pottle,Sun,ER,F,S
706284,US,US,6-Jun-60,9-Mar-93,Marion,L,Harbert,Marion,US,F,M
698634,US,US,19-Mar-63,25-Jun-06,Cristin,D,Cambria,Cristin,US,F,S
550016,US,US,30-Jul-66,6-Oct-86,Maura,M,Peninger,Maura,US,F,M
322993,US,US,10-Aug-52,29-Nov-98,Robbie,N,Mussel,Robbie,US,M,S
201593,US,US,15-Jul-78,19-Mar-81,Lauren,L,Paolicelli,Lauren,US,F,S
336383,US,US,3-Jul-68,29-Jun-82,Rhoda,R,Gibeau,Rhoda,US,F,D
806152,US,US,15-Jan-52,2-Sep-96,Son,L,Sherrer,Son,US,F,M
918442,US,US,18-Nov-67,20-Jul-06,Aurelio,A,Pagonis,Aurelio,US,M,S
755299,US,US,11-Oct-77,7-Jun-81,Britteny,I,Reifler,Britteny,US,F,S
102025,US,US,11-Mar-59,17-Jul-90,Lavona,C,Balbin,Lavona,US,F,S
134597,US,US,19-Mar-57,18-May-00,Carin,Y,Harwin,Carin,US,F,M
589720,US,US,14-May-61,21-Feb-09,Marlena,I,Ahia,Marlena,US,F,S
624092,US,US,12-Aug-53,9-Jun-07,Debrah,U,Boning,Debrah,US,F,D
375374,US,US,17-Dec-60,30-Jan-08,Eartha,M,Fothergill,Eartha,US,F,S
471105,US,US,21-Oct-58,4-Dec-00,Yon,M,Daft,Yon,US,F,S
223539,US,US,15-Mar-74,24-Oct-05,Kisha,Q,Blubaugh,Kisha,US,F,D
253940,US,US,29-Jan-52,1-Nov-06,Cherry,O,Fanizza,Cherry,US,F,D
324326,US,US,17-Jul-70,28-Mar-97,Francis,J,Unknow,Francis,US,F,S
591847,US,US,15-Jan-73,29-Jan-01,Elli,A,Steinhagen,Elli,US,F,M
400002,US,US,17-Apr-71,4-Feb-91,Gertie,Y,Kratowicz,Gertie,US,F,S
949813,US,US,8-May-62,17-Oct-09,Terry,Z,Ramil,Terry,US,F,M
265929,US,US,12-Dec-75,23-Nov-99,Faustina,G,Driggs,Faustina,US,F,D
629176,US,US,23-Nov-65,2-Sep-99,Dorthey,X,Tornatore,Dorthey,US,F,M
655299,US,US,29-Jun-73,23-Oct-95,Melony,Y,Burkland,Melony,US,F,S
538446,US,US,4-Jan-74,29-Aug-91,Denyse,H,Ulm,Denyse,US,F,M
856856,US,US,7-Sep-57,4-Aug-92,Melody,G,Champman,Melody,US,F,M
512837,US,US,6-Oct-73,18-Jul-91,Maureen,N,Ternes,Maureen,US,F,S
276152,US,US,29-Oct-57,3-Feb-90,Susannah,U,Godeaux,Susannah,US,F,S
888352,US,US,10-Aug-57,17-Aug-84,Yolanda,P,Baggenstoss,Yolanda,US,F,S
439581,US,US,8-May-75,30-Jul-93,Don,A,Schmidgall,Don,US,M,M
365853,US,US,31-Aug-74,22-Mar-95,Ulrike,M,Coady,Ulrike,US,F,S
628885,US,US,1-Nov-67,16-Nov-91,Delisa,D,Lennart,Delisa,US,F,M
574207,US,US,4-Jan-62,10-Oct-89,Kacy,R,Touvell,Kacy,US,F,S
231764,US,US,29-May-56,1-Feb-90,Natacha,O,Carlough,Natacha,US,F,D
408955,US,US,21-Oct-50,12-Oct-86,Pasquale,R,Labruyere,Pasquale,US,M,M
321406,US,US,1-May-72,25-Oct-92,Madalene,U,Brazzi,Madalene,US,F,S
470164,US,US,3-Dec-64,19-Jul-86,Alfredo,L,Pergola,Alfredo,US,M,S
836004,US,US,9-Apr-58,22-Dec-00,Bobbie,N,Quates,Bobbie,US,F,M
772101,US,US,7-Jul-66,1-Feb-85,Ned,A,Oles,Ned,US,M,D
350776,US,US,11-Oct-55,2-Oct-09,Gerri,P,Beel,Gerri,US,F,D
230643,US,US,12-Aug-57,12-Nov-93,Alease,P,Schaller,Alease,US,F,M
230903,US,US,16-Feb-52,11-Jul-00,Loyce,E,Gilder,Loyce,US,F,S
372207,US,US,17-May-70,8-Dec-07,Haley,H,Cheese,Haley,US,F,S
179162,US,US,11-Aug-69,29-Jul-93,Lera,B,Marn,Lera,US,F,M
538335,US,US,10-Aug-56,27-Oct-08,Reiko,Q,Hightower,Reiko,US,F,S
163834,US,US,11-May-68,23-Oct-09,Irving,J,Westling,Irving,US,M,S
834637,US,US,11-Sep-55,4-Aug-95,Brande,Z,Eggimann,Brande,US,F,M
202828,US,US,13-Apr-66,1-May-82,Yael,Y,Trochesset,Yael,US,F,S
236442,US,US,21-Nov-58,2-Dec-86,Jacquiline,Q,Streams,Jacquiline,US,F,S
490291,US,US,18-Aug-77,23-Oct-02,Juana,S,Pellicone,Juana,US,F,M
500699,US,US,8-Aug-64,19-Jun-84,Paulette,J,Trillana,Paulette,US,F,M
464632,US,US,11-Oct-63,20-Jul-87,Dick,P,Cutright,Dick,US,M,S
685977,US,US,4-Jan-50,6-Aug-96,Piper,Q,Gurecki,Piper,US,F,S
295691,US,US,8-Apr-69,3-Aug-85,Avelina,K,Medich,Avelina,US,F,D
943932,US,US,29-Jan-70,1-Oct-85,Kenisha,Y,Sholders,Kenisha,US,F,S
263349,US,US,30-Nov-65,5-Dec-04,Hortense,N,Ockey,Hortense,US,F,M
987536,US,US,20-Apr-64,1-Oct-02,Martina,T,Warmack,Martina,US,F,D
616854,US,US,16-Apr-78,16-Oct-81,Lindsey,I,Max,Lindsey,US,M,S
496570,US,US,16-Aug-77,20-Mar-83,Drew,V,Saltman,Drew,US,F,S
838024,US,US,27-Apr-56,1-Jun-04,Moshe,F,Leistiko,Moshe,US,M,S
779905,US,US,14-Aug-50,15-Jan-94,Erinn,I,Ohanesian,Erinn,US,F,S
445555,US,US,3-Nov-78,10-Jul-06,Tiny,G,Capella,Tiny,US,F,S
465683,US,US,20-Dec-58,10-May-89,Many,Z,Halloway,Many,US,F,S
997652,US,US,22-Jun-74,5-Mar-97,Priscila,H,Glenn,Priscila,US,F,D
608819,US,SE,25-Sep-72,9-Jul-05,Jona,V,Trinkle,Jona,SE,F,S
762843,US,US,22-Mar-53,22-Aug-02,Felipa,M,Mcgruder,Felipa,US,F,S
187192,US,US,14-May-50,16-Nov-85,Shoshana,A,Rehman,Shoshana,US,F,D
463435,US,US,20-Aug-62,10-Nov-02,Buford,V,Biddy,Buford,US,M,S
461993,US,US,19-Apr-68,14-Jul-99,Donita,K,Klym,Donita,US,F,S
726141,US,SE,7-Mar-76,30-Sep-90,Leigh,J,Gies,Leigh,SE,F,S
617540,US,US,1-Feb-68,10-Mar-92,Selma,N,Iglehart,Selma,US,F,S
863478,US,US,10-Apr-64,8-Dec-98,Dalene,V,Neddenriep,Dalene,US,F,M
895991,US,CR,6-Nov-72,2-Nov-80,Ozie,R,Hammers,Ozie,CR,F,D
555692,US,US,1-Aug-50,14-Nov-86,Christian,C,Drennan,Christian,US,M,S
409617,US,US,18-Jan-66,31-Mar-01,Allan,L,Mountain,Allan,US,M,S
991552,US,US,5-Sep-54,26-Nov-05,Veronika,T,Milner,Veronika,US,F,S
968184,US,US,16-Jun-77,30-May-07,Shena,N,Catello,Shena,US,F,D
175720,US,US,20-Mar-54,23-Dec-02,Tawnya,U,Corujo,Tawnya,US,F,M
971424,US,US,17-Oct-63,4-Oct-06,Ginger,X,Beagan,Ginger,US,F,S
598906,US,US,31-Jan-71,4-Jan-89,Effie,U,Santibanez,Effie,US,F,M
416802,US,US,30-Sep-60,22-Aug-01,Terrell,U,Winzer,Terrell,US,F,D
183129,US,US,3-May-62,21-Dec-90,Magaly,T,Damon,Magaly,US,F,S
974060,US,US,4-Jan-76,20-May-93,Madaline,X,Stettner,Madaline,US,F,D
828525,US,US,26-Apr-51,11-Oct-09,Lawanna,Z,Ludd,Lawanna,US,F,S
920035,US,US,25-Jan-54,13-Nov-03,Franchesca,Y,Labo,Franchesca,US,F,M
471723,US,US,21-Apr-69,6-Aug-92,Marisha,C,Poteete,Marisha,US,F,M
368409,US,US,15-Sep-77,14-Jul-85,Lani,K,Afable,Lani,US,F,S
994821,US,US,17-Jan-59,13-May-98,Ok,Y,Morgenroth,Ok,US,F,D
113927,US,US,17-Apr-64,27-Mar-96,Neida,D,Scullawl,Neida,US,F,S
867477,US,US,12-Oct-76,18-Jul-99,Ashlea,T,Olejarski,Ashlea,US,F,S
797184,US,US,9-Jun-64,16-Dec-85,Yessenia,B,Schuetz,Yessenia,US,F,M
519899,US,US,14-Feb-67,4-Oct-08,Tatiana,H,Perrotti,Tatiana,US,F,D
946380,US,US,17-Jul-78,29-Apr-86,Nguyet,A,Gerbi,Nguyet,US,F,M
702278,US,US,10-Sep-79,7-Dec-94,Rudy,O,Santoyo,Rudy,US,M,D
378372,US,US,12-Apr-67,18-Jul-83,Riley,T,Hendy,Riley,US,M,S
101342,US,US,26-Dec-63,30-Oct-95,Normand,P,Chatcho,Normand,US,M,M
277294,US,US,27-Mar-61,1-Jul-85,Gabriel,T,Rashada,Gabriel,US,F,D
119759,US,US,1-Apr-72,29-Jun-88,Fallon,F,Salgado,Fallon,US,F,S
158447,US,US,1-May-58,9-Mar-02,Maxine,X,Mensi,Maxine,US,F,M
159312,US,PE,26-May-51,6-Jan-92,Catherin,B,Goldrup,Catherin,US,F,S
904446,US,NP,15-May-61,17-May-80,Laverna,J,Pfefferkorn,Laverna,US,F,S
256760,US,US,5-Oct-55,11-Jan-85,Irving,H,Krolczyk,Irving,US,M,M
982041,US,US,12-Oct-60,21-Dec-02,Jake,U,Harcum,Jake,US,M,M
260664,US,US,3-Nov-73,22-Jul-95,Kimberely,O,Collini,Kimberely,US,F,M
506262,US,US,17-Sep-77,4-Jun-87,Marci,K,Mcvinney,Marci,US,F,S
266953,US,US,26-Dec-52,18-Nov-05,Galina,S,Badgley,Galina,US,F,D
882274,US,US,14-May-52,30-Apr-06,Alexander,W,Dimitry,Alexander,US,F,M
572500,US,US,1-Feb-76,17-Oct-97,Alyssa,N,Bearded,Alyssa,US,F,D
818367,US,US,12-Sep-73,20-Aug-97,Lucretia,Q,Widrig,Lucretia,US,F,S
111359,US,US,12-Mar-71,2-Dec-84,Billie,E,Frometa,Billie,US,F,S
511658,US,US,6-Nov-64,15-Jun-84,Dominque,Q,Schubach,Dominque,US,F,D
405211,US,US,2-Mar-53,29-Jul-95,Laronda,A,Ogutu,Laronda,US,F,D
375506,US,US,26-Jul-69,23-Aug-85,Delmer,P,Diiorio,Delmer,US,M,D
518964,US,US,26-Apr-77,25-Nov-01,Jacinda,W,Chio,Jacinda,US,F,D
640473,US,US,16-Feb-62,30-Dec-93,King,W,John,King,US,M,S
364748,US,US,17-Dec-73,6-Aug-86,Harvey,J,Galashaw,Harvey,US,M,M
948814,US,US,20-Mar-62,21-Feb-94,Paula,J,Stanislawski,Paula,US,F,S
343411,US,US,18-Jul-52,2-Jan-85,Demetrice,H,Heaslet,Demetrice,US,F,M
159425,US,US,10-Oct-72,11-Jun-80,Matilde,N,Demien,Matilde,US,F,D
651849,US,US,2-Jul-75,20-May-83,Meredith,D,Paskett,Meredith,US,F,M
672053,US,US,3-Jun-78,21-Sep-02,Lucius,N,Tunks,Lucius,US,M,M
853334,US,US,1-Feb-66,12-Jul-91,Barry,G,Amigon,Barry,US,M,D
178009,US,US,11-Apr-71,25-Dec-84,Shanel,V,Poinson,Shanel,US,F,S
312323,US,US,24-Jan-57,24-Nov-03,Milan,D,Mullen,Milan,US,M,S
527235,US,US,19-Apr-57,12-Mar-95,Melisa,W,Liggett,Melisa,US,F,S
263304,US,US,29-Dec-79,13-Apr-91,Shelli,U,Appana,Shelli,US,F,S
434370,US,US,2-Dec-57,23-Dec-07,Lisbeth,L,Marsters,Lisbeth,US,F,S
936483,US,US,13-Jun-61,9-Jun-07,Alaine,U,Lacognata,Alaine,US,F,D
335179,US,US,13-Oct-65,1-Oct-96,Marlana,T,Luechtefeld,Marlana,US,F,D
864887,US,US,26-Dec-74,10-Oct-96,Scottie,F,Walterman,Scottie,US,M,S
415195,US,US,28-Feb-68,22-Apr-04,Jeremy,W,Vinciguerra,Jeremy,US,M,S
670000,US,US,9-Feb-62,26-Mar-86,Berniece,N,Adie,Berniece,US,F,S
714519,US,US,28-Mar-69,27-Apr-81,Lizette,D,Thorell,Lizette,US,F,M
993958,US,US,28-Jul-69,22-Feb-00,Hettie,U,Treuter,Hettie,US,F,D
948028,US,US,23-Sep-70,5-Sep-87,Mark,J,Stoodley,Mark,US,F,M
967398,US,US,28-Mar-59,24-Sep-87,Dennise,M,Hordyk,Dennise,US,F,M
864198,US,US,13-Sep-72,11-Dec-06,Dulcie,L,Meulemans,Dulcie,US,F,M
766301,US,US,30-Sep-69,7-Apr-94,Shu,F,Kathel,Shu,US,F,S
417319,US,US,16-Jan-78,5-Jan-90,Karoline,L,Condello,Karoline,US,F,S
374035,US,US,20-Jan-78,18-Apr-89,Austin,L,Ryland,Austin,US,F,D
522148,US,US,20-Oct-70,9-Jul-07,Kayleigh,T,Sturtevant,Kayleigh,US,F,M
141208,US,US,7-May-67,25-Nov-09,Versie,C,Mccreless,Versie,US,F,D
416494,US,US,14-Nov-63,24-Nov-87,Keva,P,Plante,Keva,US,F,M
218450,US,US,16-Sep-62,6-Dec-80,Leonora,E,Lammon,Leonora,US,F,S
187044,US,US,24-Sep-52,30-May-92,Christie,E,Varel,Christie,US,F,S
370138,US,US,19-Feb-56,19-Mar-05,Randell,A,Colaluca,Randell,US,M,S
792606,US,US,28-Apr-67,5-Mar-95,Evelynn,H,Vennari,Evelynn,US,F,M
226615,US,US,22-Nov-65,12-Sep-86,Genna,S,Giulian,Genna,US,F,S
248505,US,US,7-May-65,25-Jan-96,Zackary,A,Gunnell,Zackary,US,M,S
148184,US,US,31-Dec-72,18-Aug-07,Janene,E,Kilburn,Janene,US,F,S
550967,US,US,26-Mar-60,28-Dec-06,Emmitt,X,Claffey,Emmitt,US,M,M
107442,US,US,30-Mar-58,3-Jan-80,Alexia,P,Cecilia,Alexia,US,F,S
431045,US,US,5-Jul-70,9-Jan-88,Hedy,L,Budniewski,Hedy,US,F,S
130462,US,US,14-Sep-58,24-Sep-08,Marjory,U,Banderas,Marjory,US,F,S
292746,US,US,18-Mar-51,28-May-08,Dannette,K,Leibee,Dannette,US,F,D
263277,US,US,28-Jul-71,17-Dec-99,Juliet,S,Hoge,Juliet,US,F,S
703292,US,US,30-Jan-79,25-May-93,Lakendra,X,Szewczak,Lakendra,US,F,M
141939,US,US,30-May-69,22-Aug-85,Kelsie,J,Radona,Kelsie,US,F,M
569158,US,US,12-Dec-63,9-Jun-80,Vilma,O,Solich,Vilma,US,F,S
922908,US,US,7-Sep-66,9-Aug-04,Jacqualine,U,Addams,Jacqualine,US,F,M
470509,US,US,8-Aug-67,31-May-88,Kieth,X,Stotsky,Kieth,US,M,S
229198,US,US,7-Dec-52,17-Aug-93,Halina,R,Klimes,Halina,US,F,S
805427,US,US,14-Sep-56,7-Sep-84,Cristina,S,Heng,Cristina,US,F,S
951647,US,US,23-Nov-73,10-Nov-83,Nellie,S,Layman,Nellie,US,F,M
150732,US,US,19-Aug-73,30-Apr-96,Josiah,F,Ulrey,Josiah,US,M,D
879410,US,US,4-Mar-59,27-Feb-93,Maile,J,Lutter,Maile,US,F,M
185619,US,US,23-Aug-79,4-Feb-94,Tenesha,C,Pennywell,Tenesha,US,F,M
983379,US,US,21-Feb-58,22-Sep-93,Teisha,K,Sartell,Teisha,US,F,D
898696,US,US,19-Apr-65,2-Jul-89,Jasmin,C,Clasen,Jasmin,US,F,S
220371,US,US,17-Nov-67,7-Dec-90,Charmain,S,Schiro,Charmain,US,F,D
764531,US,US,14-Nov-64,14-May-08,Jame,L,Karalis,Jame,US,F,D
841831,US,US,8-Aug-70,16-Jun-93,Bernadette,L,Abee,Bernadette,US,F,D
561916,US,US,13-Jan-79,8-Aug-08,Margarito,Y,Villarin,Margarito,US,M,S
413314,US,US,16-Apr-63,27-Jun-80,Chanda,N,Promisco,Chanda,US,F,D
966995,US,US,20-Sep-79,6-May-83,Kathie,A,Ashurst,Kathie,US,F,S
156134,US,US,18-Jun-68,13-Sep-06,Basil,C,Blatz,Basil,US,M,M
670077,US,US,5-Sep-61,6-Jul-00,Stefany,Y,Cozzens,Stefany,US,F,M
798923,US,CR,10-May-63,11-Feb-90,Claudine,U,Geigel,Claudine,CR,F,S
185164,US,US,25-Aug-74,5-Jul-81,Beverley,X,Ripson,Beverley,US,F,S
286672,US,US,22-Feb-53,3-Dec-80,Donnell,U,Goffman,Donnell,US,M,M
116584,US,US,19-Nov-54,19-Feb-89,Miquel,Z,Mielcarz,Miquel,US,M,S
447856,US,US,6-Jan-79,13-May-04,Heike,O,Suriano,Heike,US,F,S
200032,US,US,5-May-62,13-Mar-07,Setsuko,M,Distance,Setsuko,US,F,S
286769,US,US,21-Oct-52,1-Jun-91,Fransisca,W,Stanaway,Fransisca,US,F,S
404096,US,US,3-Jun-50,25-Jun-99,Laurel,Q,Froehner,Laurel,US,F,M
354833,US,US,1-May-52,17-Jul-82,Clinton,B,Mcgilvray,Clinton,US,M,D
387543,US,US,13-Jul-61,14-Apr-86,Peg,Q,Dabney,Peg,US,F,S
930861,US,US,27-Apr-71,6-Jun-98,Gale,I,Currey,Gale,US,M,S
968399,US,US,3-Nov-59,6-Jan-98,Shae,P,Eans,Shae,US,F,S
517598,US,US,8-Aug-74,17-Feb-96,Hanna,V,Oxborrow,Hanna,US,F,S
288230,US,US,31-Jul-57,29-Sep-83,Arlene,K,Papin,Arlene,US,F,S
869541,US,US,24-Jul-69,26-Mar-05,Shayla,S,Coomber,Shayla,US,F,S
537855,US,US,30-Mar-54,22-Dec-84,Rose,C,Goudy,Rose,US,F,S
710999,US,US,4-Aug-62,19-Jun-95,Lesli,Q,Gambrill,Lesli,US,F,S
888983,US,CR,14-Nov-55,3-Jul-06,Elaine,R,Matza,Elaine,US,F,D
616098,US,US,19-Jun-53,2-Oct-89,Kymberly,H,Vessell,Kymberly,US,F,S
200579,US,US,17-Sep-54,10-Apr-88,Mariela,V,Creach,Mariela,US,F,D
844110,US,US,26-Nov-73,9-Oct-07,Myles,A,Plasse,Myles,US,M,S
108490,US,US,17-Jan-65,31-Aug-07,Alica,X,Escort,Alica,US,F,S
929315,US,SE,8-Aug-59,19-Oct-80,Kanesha,D,Grabarczyk,Kanesha,SE,F,S
157006,US,US,18-Oct-60,17-Mar-88,Renate,Y,Sanez,Renate,US,F,S
746337,US,US,14-Jan-67,27-Aug-88,Jeanelle,D,Holtman,Jeanelle,US,F,S
166171,US,US,10-Jan-59,13-Jun-89,Loni,T,Casaceli,Loni,US,F,M
339398,US,US,6-Apr-60,7-Mar-97,Shannan,Z,Lipovsky,Shannan,US,F,S
745752,US,US,15-Nov-77,21-Sep-06,Mauricio,G,Plumb,Mauricio,US,M,S
822629,US,US,20-Sep-52,22-Feb-81,Larita,S,Kubo,Larita,US,F,S
821725,US,US,18-Oct-50,27-May-92,Layla,B,Whitacker,Layla,US,F,S
